entity_id,label,description,inverse_entity_id,inverse_label,inverse_source,needs_review,is_canonical,canonical_entity_id,example
RO.0000058,is concretized as,"A relationship between a generically dependent continuant and a specifically dependent continuant, in which the generically dependent continuant depends on some independent continuant in virtue of the fact that the specifically dependent continuant also depends on that same independent continuant. A generically dependent continuant may be concretized as multiple specifically dependent continuants.",RO.0000059,concretizes,ro,False,True,RO.0000058,
RO.0000059,concretizes,"A relationship between a specifically dependent continuant and a generically dependent continuant, in which the generically dependent continuant depends on some independent continuant in virtue of the fact that the specifically dependent continuant also depends on that same independent continuant. Multiple specifically dependent continuants can concretize the same generically dependent continuant.",,,,False,True,RO.0000059,
RO.0000085,has function,"a relation between an independent continuant (the bearer) and a function, in which the function specifically depends on the bearer for its existence",,,,False,True,RO.0000085,
RO.0000086,has quality,"a relation between an independent continuant (the bearer) and a quality, in which the quality specifically depends on the bearer for its existence",,,,False,True,RO.0000086,
RO.0000087,has role,"a relation between an independent continuant (the bearer) and a role, in which the role specifically depends on the bearer for its existence",,,,False,True,RO.0000087,
RO.0000091,has disposition,"a relation between an independent continuant (the bearer) and a disposition, in which the disposition specifically depends on the bearer for its existence",,,,False,True,RO.0000091,
RO.0001000,derives from,"a relation between two distinct material entities, the new entity and the old entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity",RO.0001001,derives into,ro,False,True,RO.0001000,
RO.0001001,derives into,"a relation between two distinct material entities, the old entity and the new entity, in which the new entity begins to exist when the old entity ceases to exist, and the new entity inherits the significant portion of the matter of the old entity",,,,False,True,RO.0001001,
RO.0001022,has allergic trigger,"A relation between a condition (a phenotype or disease) of a host and a material entity, in which the material entity is not part of the host, and is considered harmless to non-allergic hosts, and the condition results in pathological processes that include an abnormally strong immune response against the material entity.",,,,False,True,RO.0001022,
RO.0001023,has autoimmune trigger,"A relation between a condition (a phenotype or disease) of a host and a material entity, in which the material entity is part of the host itself, and the condition results in pathological processes that include an abnormally strong immune response against the material entity.",,,,False,True,RO.0001023,
RO.0001025,located in,"a relation between two independent continuants, the target and the location, in which the target is entirely within the location",,,,False,True,RO.0001025,
RO.0002001,aligned with,,,,,False,True,RO.0002001,
RO.0002002,has 2D boundary,"a relation between a material entity and a 2D immaterial entity (the boundary), in which the boundary delimits the material entity",,,,False,True,RO.0002002,
RO.0002004,tracheates,The relationship that holds between a trachea or tracheole and an antomical structure that is contained in (and so provides an oxygen supply to).,,,,False,True,RO.0002004,
RO.0002007,bounding layer of,"X outer_layer_of Y iff:
. X :continuant that bearer_of some PATO:laminar
. X part_of Y
. exists Z :surface
. X has_boundary Z
. Z boundary_of Y

has_boundary: http://purl.obolibrary.org/obo/RO_0002002
boundary_of: http://purl.obolibrary.org/obo/RO_0002000",,,,False,True,RO.0002007,
RO.0002008,coincident with,A relation that holds between two linear structures that are approximately parallel to each other for their entire length and where either the two structures are adjacent to each other or one is part of the other.,,,,False,True,RO.0002008,
RO.0002009,cell expresses,"A relation that applies between a cell(c) and a gene(g) , where the process of 'transcription, DNA templated (GO_0006351)' is occuring in in cell c and that process has input gene g.",,,,False,True,RO.0002009,
RO.0002011,regulates transport of,A relationship that holds between a  process that regulates a transport process and the entity transported by that process.,,,,False,True,RO.0002011,
RO.0002012,occurrent part of,A part of relation that applies only between occurrents.,,,,False,True,RO.0002012,
RO.0002017,has component activity,,,,,False,True,RO.0002017,
RO.0002018,has component process,"w 'has process component' p if p and w are processes,  w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.",,,,False,True,RO.0002018,
RO.0002019,has ligand,"A relationship that holds between between a receptor and an chemical entity, typically a small molecule or peptide, that carries information between cells or compartments of a cell and which binds the receptor and regulates its effector function.",,,,False,True,RO.0002019,
RO.0002020,transports,Holds between p and c when p is a transport process or transporter activity and the outcome of this p is to move c from one location to another.,,,,False,True,RO.0002020,
RO.0002021,occurs across,"A relationship between a process and a barrier, where the process occurs in a region spanning the barrier. For cellular processes the barrier is typically a membrane. Examples include transport across a membrane and membrane depolarization.",,,,False,True,RO.0002021,
RO.0002022,directly regulated by,,RO.0002578,directly regulates,ro,False,False,RO.0002578,
RO.0002025,has effector activity,"A 'has effector activity' B if A and B are GO molecular functions (GO_0003674),  A 'has component activity' B and B is the effector (output function) of B.  Each compound function has only one effector activity.",,,,False,True,RO.0002025,
RO.0002084,during which ends,,RO.0002093,ends during,ro,False,True,RO.0002084,
RO.0002085,encompasses,,RO.0002092,happens during,ro,False,True,RO.0002085,
RO.0002086,ends after,,,,,False,True,RO.0002086,
RO.0002087,immediately preceded by,,RO.0002090,immediately precedes,ro,False,False,RO.0002090,
RO.0002088,during which starts,,RO.0002091,starts during,ro,False,True,RO.0002088,
RO.0002089,starts before,,,,,False,True,RO.0002089,
RO.0002090,immediately precedes,,RO.0002087,immediately preceded by,passive_by,True,True,RO.0002090,
RO.0002091,starts during,,,,,False,True,RO.0002091,
RO.0002092,happens during,,,,,False,True,RO.0002092,
RO.0002093,ends during,,,,,False,True,RO.0002093,
RO.0002100,has soma location,Relation between a neuron and a material anatomical entity that its soma is part of.,,,,False,True,RO.0002100,
RO.0002101,fasciculates with,"relationship between a neuron and a neuron projection bundle (e.g.- tract or nerve bundle) that one or more of its projections travels through.
",,,,False,True,RO.0002101,
RO.0002103,synapsed by,Relation between an anatomical structure (including cells) and a neuron that chemically synapses to it. ,RO.0002120,synapsed to,ro,False,True,RO.0002103,
RO.0002111,releases neurotransmitter,,,,,False,True,RO.0002111,
RO.0002120,synapsed to," Relation between a neuron and an anatomical structure (including cells) that it chemically synapses to.
        ",,,,False,True,RO.0002120,
RO.0002121,dendrite synapsed in,"Relation between a neuron and some structure  (e.g.- a brain region) in which its dendrite receives synaptic input.

	",,,,False,True,RO.0002121,
RO.0002131,overlaps,x overlaps y if and only if there exists some z such that x has part z and z part of y,,,,False,True,RO.0002131,
RO.0002134,innervates,"Relation between a 'neuron projection bundle' and a region in which one or more of its component neuron projections either synapses to targets or receives synaptic input.
T innervates some R
Expands_to: T has_fasciculating_neuron_projection that synapse_in some R.",,,,False,True,RO.0002134,
RO.0002151,partially overlaps,"x partially overlaps y iff there exists some z such that z is part of x and z is part of y, and it is also the case that neither x is part of y or y is part of x",,,,False,True,RO.0002151,
RO.0002158,shares ancestor with,two individual entities d1 and d2 stand in a shares_ancestor_with relation if and only if there exists some a such that d1 derived_by_descent_from a and d2 derived_by_descent_from a.,,,,False,True,RO.0002158,
RO.0002163,spatially disjoint from,A is spatially_disjoint_from B if and only if they have no parts in common,,,,False,True,RO.0002163,
RO.0002170,connected to,"a is connected to b if and only if a and b are discrete structure, and there exists some connecting structure c, such that c connects a and b",RO.0002176,connects,passive_prep,True,False,RO.0002176,
RO.0002176,connects,"c connects a if and only if there exist some b such that a and b are similar parts of the same system, and c connects b, specifically, c connects a with b. When one structure connects two others it unites some aspect of the function or role they play within the system.",RO.0002170,connected to,passive_prep,True,True,RO.0002176,
RO.0002178,supplies,"Relation between an arterial structure and another structure, where the arterial structure acts as a conduit channeling fluid, substance or energy.",,,,False,True,RO.0002178,
RO.0002179,drains,"Relation between an collecting structure and another structure, where the collecting structure acts as a conduit channeling fluid, substance or energy away from the other structure.",,,,False,True,RO.0002179,
RO.0002180,has component,"w 'has component' p if w 'has part' p and w is such that it can be directly disassembled into into n parts p, p2, p3, ..., pn, where these parts are of similar type.",,,,False,True,RO.0002180,
RO.0002200,has phenotype,"A relationship that holds between a biological entity and a phenotype. Here a phenotype is construed broadly as any kind of quality of an organism part, a collection of these qualities, or a change in quality or qualities (e.g. abnormally increased temperature). The subject of this relationship can be an organism (where the organism has the phenotype, i.e. the qualities inhere in parts of this organism), a genomic entity such as a gene or genotype (if modifications of the gene or the genotype causes the phenotype), or a condition such as a disease (such that if the condition inheres in an organism, then the organism has the phenotype).",,,,False,True,RO.0002200,
RO.0002202,develops from,x develops from y if and only if either (a) x directly develops from y or (b) there exists some z such that x directly develops from z and z develops from y,RO.0002203,develops into,ro,False,True,RO.0002202,
RO.0002203,develops into,inverse of develops from,,,,False,True,RO.0002203,
RO.0002205,has gene product,x has gene product y if and only if x is a gene (SO:0000704) that participates in some gene expression process (GO:0010467) where the output of that process is either y or something that is ribosomally translated from y,,,,False,True,RO.0002205,
RO.0002206,expressed in,"x expressed in y if and only if there is a gene expression process (GO:0010467) that occurs in y, and one of the following holds: (i) x is a gene, and x is transcribed into a transcript as part of the gene expression process (ii) x is a transcript, and the transcription of x is part of the gene expression process (iii) x is a mature gene product such as a protein, and x was translated or otherwise processes from a transcript that was transcribed as part of this gene expression process",RO.0002292,expresses,ro,False,False,RO.0002292,
RO.0002207,directly develops from,"Candidate definition: x directly_develops from y if and only if there exists some developmental process (GO:0032502) p such that x and y both participate in p, and x is the output of p and y is the input of p, and a substantial portion of the matter of x comes from y, and the start of x is coincident with or after the end of y.",RO.0002210,directly develops into,ro,False,True,RO.0002207,
RO.0002209,has parasitoid,inverse of parasitoid of,,,,False,True,RO.0002209,
RO.0002210,directly develops into,inverse of directly develops from,,,,False,True,RO.0002210,
RO.0002211,regulates,"p regulates q iff p is causally upstream of q, the execution of p is not constant and varies according to specific conditions, and p influences the rate or magnitude of execution of q due to an effect either on some enabler of q or some enabler of a part of q.",RO.0002334,regulated by,ro,False,True,RO.0002211,
RO.0002212,negatively regulates,"p negatively regulates q iff p regulates q, and p decreases the rate or magnitude of execution of q.",RO.0002335,negatively regulated by,ro,False,True,RO.0002212,
RO.0002213,positively regulates,"p positively regulates q iff p regulates q, and p increases the rate or magnitude of execution of q.",RO.0002336,positively regulated by,ro,False,True,RO.0002213,
RO.0002214,has prototype,"x has prototype y if and only if x is an instance of C and y is a prototypical instance of C. For example, every instance of heart, both normal and abnormal is related by the has prototype relation to some instance of a ""canonical"" heart, which participates in blood circulation.",,,,False,True,RO.0002214,
RO.0002219,surrounded by,"x surrounded_by y if and only if (1) x is adjacent to y and for every region r that is adjacent to x, r overlaps y (2) the shared boundary between x and y occupies the majority of the outermost boundary of x",RO.0002221,surrounds,ro,False,False,RO.0002221,
RO.0002221,surrounds,inverse of surrounded by,RO.0002219,surrounded by,passive_by,True,True,RO.0002221,
RO.0002222,temporally related to,,,,,False,True,RO.0002222,
RO.0002223,starts,inverse of starts with,RO.0002224,starts with,ro,False,True,RO.0002223,
RO.0002224,starts with,"x starts with y if and only if x has part y and the time point at which x starts is equivalent to the time point at which y starts. Formally: α(y) = α(x) ∧ ω(y) < ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.",,,,False,True,RO.0002224,
RO.0002226,develops in,x develops_in y if x is located in y whilst x is developing,,,,False,True,RO.0002226,
RO.0002227,obligate parasite of,A sub-relation of parasite-of in which the parasite that cannot complete its life cycle without a host.,,,,False,True,RO.0002227,
RO.0002229,ends,inverse of ends with,RO.0002230,ends with,ro,False,True,RO.0002229,
RO.0002230,ends with,"x ends with y if and only if x has part y and the time point at which x ends is equivalent to the time point at which y ends. Formally: α(y) > α(x) ∧ ω(y) = ω(x), where α is a function that maps a process to a start point, and ω is a function that maps a process to an end point.",,,,False,True,RO.0002230,
RO.0002231,has start location,x 'has starts location' y if and only if there exists some process z such that x 'starts with' z and z 'occurs in' y,,,,False,True,RO.0002231,
RO.0002232,has end location,x 'has end location' y if and only if there exists some process z such that x 'ends with' z and z 'occurs in' y,,,,False,True,RO.0002232,
RO.0002233,has input,"p has input c iff: p is a process, c is a material entity, c is a participant in p, c is present at the start of p, and the state of c is modified during p.",,,,False,True,RO.0002233,
RO.0002234,has output,"p has output c iff c is a participant in p, c is present at the end of p, and c is not present in the same state at the beginning of p.",,,,False,True,RO.0002234,
RO.0002238,has component participant,X 'has component participant' Y means X 'has participant' Y and there is a cardinality constraint that specifies the numbers of Ys.,,,,False,True,RO.0002238,
RO.0002240,has exposure receptor,"A broad relationship between an exposure event or process and any entity (e.g., an organism, organism population, or an organism part) that interacts with an exposure stimulus during the exposure event.",,,,False,True,RO.0002240,
RO.0002241,has exposure stressor,"A broad relationship between an exposure event or process and any agent, stimulus, activity, or event that causes stress or tension on an organism and interacts with an exposure receptor during an exposure event.",,,,False,True,RO.0002241,
RO.0002242,has exposure route,A broad relationship between an exposure event or process and a process by which the exposure stressor comes into contact with the exposure receptor,,,,False,True,RO.0002242,
RO.0002245,over-expressed in,"g is over-expressed in t iff g is expressed in t, and the expression level of g is increased relative to some background.",,,,False,True,RO.0002245,
RO.0002246,under-expressed in,"g is under-expressed in t iff g is expressed in t, and the expression level of g is decreased relative to some background.",,,,False,True,RO.0002246,
RO.0002248,has active ingredient,"A relationship that holds between a substance and a chemical entity, if the chemical entity is part of the substance, and the chemical entity forms the biologically active component of the substance.",,,,False,True,RO.0002248,
RO.0002252,connecting branch of,"b connecting-branch-of s iff b is connected to s, and there exists some tree-like structure t such that the mereological sum of b plus s is either the same as t or a branching-part-of t.",RO.0002253,has connecting branch,ro,False,False,RO.0002253,
RO.0002253,has connecting branch,inverse of connecting branch of,RO.0002252,connecting branch of,has_of,True,True,RO.0002253,
RO.0002255,developmentally contributes to,inverse of has developmental contribution from,,,,False,True,RO.0002255,
RO.0002256,developmentally induced by,"t1 induced_by t2 if there is a process of developmental induction (GO:0031128) with t1 and t2 as interacting participants. t2 causes t1 to change its fate from a precursor material anatomical entity type T to T', where T' develops_from T",RO.0002257,developmentally induces,ro,False,False,RO.0002257,
RO.0002257,developmentally induces,Inverse of developmentally induced by,RO.0002256,developmentally induced by,passive_by,True,True,RO.0002257,
RO.0002258,developmentally preceded by,"Candidate definition: x developmentally related to y if and only if there exists some developmental process (GO:0032502) p such that x and y both participates in p, and x is the output of p and y is the input of p",RO.0002286,developmentally succeeded by,ro,False,True,RO.0002258,
RO.0002260,has biological role,c has-biological-role r iff c has-role r and r is a biological role (CHEBI:24432),,,,False,True,RO.0002260,
RO.0002261,has application role,c has-application-role r iff c has-role r and r is an application role (CHEBI:33232),,,,False,True,RO.0002261,
RO.0002262,has chemical role,c has-chemical-role r iff c has-role r and r is a chemical role (CHEBI:51086),,,,False,True,RO.0002262,
RO.0002263,acts upstream of,"c acts upstream of p if and only if c enables some f that is involved in p' and p' occurs chronologically before p, is not part of p, and affects the execution of p. c is a material entity and f, p, p' are processes.",,,,False,True,RO.0002263,
RO.0002286,developmentally succeeded by,Inverse of developmentally preceded by,,,,False,True,RO.0002286,
RO.0002291,ubiquitously expressed in,"x is ubiquitously expressed in y if and only if x is expressed in y, and the majority of cells in y express x",RO.0002293,ubiquitously expresses,ro,False,False,RO.0002293,
RO.0002292,expresses,"y expresses x if and only if there is a gene expression process (GO:0010467) that occurs in y, and one of the following holds: (i) x is a gene, and x is transcribed into a transcript as part of the gene expression process (ii) x is a transcript, and x was transcribed from a gene as part of the gene expression process (iii) x is a mature gene product (protein or RNA), and x was translated or otherwise processed from a transcript that was transcribed as part of the gene expression process.",RO.0002206,expressed in,passive_prep,True,True,RO.0002292,
RO.0002293,ubiquitously expresses,inverse of ubiquiotously expressed in,RO.0002291,ubiquitously expressed in,passive_prep,True,True,RO.0002293,
RO.0002303,has habitat,"x 'has habitat' y if and only if: x is an organism, y is a habitat, and y can sustain and allow the growth of a population of xs.",,,,False,True,RO.0002303,
RO.0002309,has exposure stimulus,"A relationship between an exposure event or process and any agent, stimulus, activity, or event that causally effects an organism and interacts with an exposure receptor during an exposure event.",,,,False,True,RO.0002309,
RO.0002320,evolutionarily related to,A relationship that holds via some environmental process,,,,False,True,RO.0002320,
RO.0002321,ecologically related to,A relationship that is mediated in some way by the environment or environmental feature (ENVO:00002297),,,,False,True,RO.0002321,
RO.0002322,confers advantage in,,,,,False,True,RO.0002322,
RO.0002323,mereotopologically related to,A mereological relationship or a topological relationship,,,,False,True,RO.0002323,
RO.0002324,developmentally related to,A relationship that holds between entities participating in some developmental process (GO:0032502),,,,False,True,RO.0002324,
RO.0002325,colocalizes with,a colocalizes_with b if and only if  a is transiently or peripherally associated with b[GO].,,,,False,True,RO.0002325,
RO.0002326,contributes to,,,,,False,True,RO.0002326,
RO.0002327,enables,c enables p iff c is capable of p and c acts to execute p.,RO.0002333,enabled by,ro,False,True,RO.0002327,
RO.0002328,functionally related to,"A grouping relationship for any relationship directly involving a function, or that holds because of a function of one of the related entities.",,,,False,True,RO.0002328,
RO.0002330,genomically related to,"holds between two entities when some genome-level process such as gene expression is involved. This includes transcriptional, spliceosomal events. These relations can be used between either macromolecule entities (such as regions of nucleic acid) or between their abstract informational counterparts.",,,,False,True,RO.0002330,
RO.0002331,involved in,"c involved_in p if and only if c enables some process p', and p' is part of p",,,,False,True,RO.0002331,
RO.0002332,regulates levels of,p regulates levels of c if p regulates some amount (PATO:0000070) of c,,,,False,True,RO.0002332,
RO.0002333,enabled by,inverse of enables,RO.0002327,enables,passive_by,True,False,RO.0002327,
RO.0002334,regulated by,inverse of regulates,RO.0002211,regulates,passive_by,True,False,RO.0002211,
RO.0002335,negatively regulated by,inverse of negatively regulates,RO.0002212,negatively regulates,passive_by,True,False,RO.0002212,
RO.0002336,positively regulated by,inverse of positively regulates,RO.0002213,positively regulates,passive_by,True,False,RO.0002213,
RO.0002340,imports,"Holds between p and c when p is a transportation or localization process and the outcome of this process is to move c to a destination that is part of some s, where the start location of c is part of the region that surrounds s.",,,,False,True,RO.0002340,
RO.0002345,exports,"Holds between p and c when p is a transportation or localization process and the outcome of this process is to move c to a destination that is part of some s, where the end location of c is part of the region that surrounds s.",,,,False,True,RO.0002345,
RO.0002351,has member,has member is a mereological relation between a collection and an item.,,,,False,True,RO.0002351,
RO.0002360,has dendrite location,,,,,False,True,RO.0002360,
RO.0002371,attached to,"a is attached to b if and only if a and b are discrete objects or object parts, and there are physical connections between a and b such that a force pulling a will move b, or a force pulling b will move a",,,,False,True,RO.0002371,
RO.0002372,has muscle origin,"m has_muscle_origin s iff m is attached_to s, and it is the case that when m contracts, s does not move. The site of the origin tends to be more proximal and have greater mass than what the other end attaches to.",,,,False,True,RO.0002372,
RO.0002373,has muscle insertion,"m has_muscle_insertion s iff m is attaches_to s, and it is the case that when m contracts, s moves. Insertions are usually connections of muscle via tendon to bone.",,,,False,True,RO.0002373,
RO.0002380,branching part of,x is a branching part of y if and only if x is part of y and x is connected directly or indirectly to the main stem of y,RO.0002569,has branching part,ro,False,False,RO.0002569,
RO.0002400,has direct input,"p has direct input c iff c is a participant in p, c is present at the start of p, and the state of c is modified during p.",,,,False,True,RO.0002400,
RO.0002407,indirectly positively regulates,p indirectly positively regulates q iff p is indirectly causally upstream of q and p positively regulates q.,,,,False,True,RO.0002407,
RO.0002409,indirectly negatively regulates,p indirectly negatively regulates q iff p is indirectly causally upstream of q and p negatively regulates q.,,,,False,True,RO.0002409,
RO.0002410,causally related to,"relation that links two events, processes, states, or objects such that one event, process, state, or object (a cause) contributes to the production of another event, process, state, or object (an effect) where the cause is partly or wholly responsible for the effect, and the effect is partly or wholly dependent on the cause.",,,,False,True,RO.0002410,
RO.0002413,provides input for,"p provides input for q iff p is immediately causally upstream of q, and there exists some c such that p has_output c and q has_input c.",,,,False,True,RO.0002413,
RO.0002424,differs in,,,,,False,True,RO.0002424,
RO.0002432,is active in,"c executes activity in d if and only if c enables p and p occurs_in d.  Assuming no action at a distance by gene products, if a gene product enables (is capable of) a process that occurs in some structure, it must have at least some part in that structure.",,,,False,True,RO.0002432,
RO.0002434,interacts with,A relationship that holds between two entities in which the processes executed by the two entities are causally connected.,,,,False,True,RO.0002434,
RO.0002435,genetically interacts with,,,,,False,True,RO.0002435,
RO.0002436,molecularly interacts with,An interaction relationship in which the two partners are molecular entities that directly physically interact with each other for example via a stable binding interaction or a brief interaction during which one modifies the other.,,,,False,True,RO.0002436,
RO.0002437,biotically interacts with,An interaction relationship in which at least one of the partners is an organism and the other is either an organism or an abiotic entity with which the organism interacts.,,,,False,True,RO.0002437,
RO.0002438,trophically interacts with,An interaction relationship in which the partners are related via a feeding relationship.,,,,False,True,RO.0002438,
RO.0002439,preys on,"An interaction relationship involving a predation process, where the subject kills the target in order to eat it or to feed to siblings, offspring or group members",RO.0002458,preyed upon by,ro,False,True,RO.0002439,
RO.0002440,symbiotically interacts with,A biotic interaction in which the two organisms live together in more or less intimate association.,,,,False,True,RO.0002440,
RO.0002441,commensually interacts with,An interaction relationship between two organisms living together in more or less intimate association in a relationship in which one benefits and the other is unaffected (GO).,,,,False,True,RO.0002441,
RO.0002442,mutualistically interacts with,An interaction relationship between two organisms living together in more or less intimate association in a relationship in which both organisms benefit from each other (GO).,,,,False,True,RO.0002442,
RO.0002445,parasitized by,Inverse of parasite of,,,,False,True,RO.0002445,
RO.0002451,transmitted by,A relationship that holds between a disease and organism,,,,False,True,RO.0002451,
RO.0002452,has symptom,A relation that holds between a disease or an organism and a phenotype,,,,False,True,RO.0002452,
RO.0002454,has host,"X 'has host' y if and only if: x is an organism, y is an organism, and x can live on the surface of or within the body of y",,,,False,True,RO.0002454,
RO.0002455,pollinates,,RO.0002456,pollinated by,ro,False,True,RO.0002455,
RO.0002456,pollinated by,,RO.0002455,pollinates,passive_by,True,False,RO.0002455,
RO.0002457,acquires nutrients from,Inverse of provides nutrients for,RO.0002469,provides nutrients for,ro,False,True,RO.0002457,
RO.0002458,preyed upon by,inverse of preys on,,,,False,True,RO.0002458,
RO.0002459,is vector for,,RO.0002460,has vector,ro,False,True,RO.0002459,
RO.0002460,has vector,,,,,False,True,RO.0002460,
RO.0002465,is symbiosis,,,,,False,True,RO.0002465,
RO.0002466,is commensalism,,,,,False,True,RO.0002466,
RO.0002467,is mutualism,,,,,False,True,RO.0002467,
RO.0002468,is parasitism,,,,,False,True,RO.0002468,
RO.0002469,provides nutrients for,A biotic interaction where a material entity provides nutrition for an organism.,,,,False,True,RO.0002469,
RO.0002470,eats,A biotic interaction where one organism consumes a material entity through a type of mouth or other oral opening.,RO.0002471,is eaten by,passive_by,True,True,RO.0002470,
RO.0002471,is eaten by,Inverse of eats,RO.0002470,eats,passive_by,True,False,RO.0002470,
RO.0002472,is evidence for,"A relationship between a piece of evidence a and some entity b, where b is  an information content entity, material entity or process, and 
the a supports either the existence of b, or the truth value of b.",RO.0002558,has evidence,ro,False,True,RO.0002472,
RO.0002473,composed primarily of,x composed_primarily_of y if and only if more than half of the mass of x is made from y or units of the same type as y.,,,,False,True,RO.0002473,
RO.0002480,ubiquitinates,An interaction relation between x and y in which x catalyzes a reaction in which one or more ubiquitin groups are added to y,,,,False,True,RO.0002480,
RO.0002481,is kinase activity,,,,,False,True,RO.0002481,
RO.0002482,is ubiquitination,,,,,False,True,RO.0002482,
RO.0002485,receives input from,,RO.0002486,sends output to,ro,False,True,RO.0002485,
RO.0002486,sends output to,,,,,False,True,RO.0002486,
